,English text,Welsh text,Comments
R1. Declaring your alcoholic products ,,,
Caption,Alcohol Duty Return,Datganiad Toll Alcohol,
Title/H1,Declaring alcoholic products for duty,Datgan cynhyrchion alcoholaidd at ddiben toll,
P,"If you need to declare alcoholic products for alcohol duty, we will need to know the total amount you have produced and the litres of pure alcohol in that production across the following ABV bandings:","Os oes angen i chi ddatgan cynhyrchion alcoholaidd at ddiben toll alcohol, bydd angen i ni wybod beth yw’r cyfanswm rydych wedi’i gynhyrchu a’r litrau o alcohol pur yn y cynhyrchiad hwnnw ar draws y bandiau ABV (alcohol yn ôl cyfaint) canlynol:",
List item,between 1.3% and 3.4%,rhwng 1.3% a 3.4%,
List item,between 3.5% and 8.4%,rhwng 3.5% ac 8.4%,"Please note that whenever ""and"" (in English) is followed by the number 8, the Welsh translation will be different from the translation where other numbers are present. For example, C6 and C8 have the same pattern as each other, but C7 is different."
List item,between 8.5% and 22%,rhwng 8.5% a 22%,
List item,At or above 22.1%,22.1% neu’n uwch,
P,You will also need to know the same information for  any cider in the following ABV bandings:	,Bydd angen i chi hefyd wybod yr un wybodaeth ar gyfer unrhyw seidr yn y bandiau ABV canlynol: ,
List item,sparkling cider between 3.5% and 5.5%,seidr pefriog rhwng 3.5% a 5.5%,
List item,sparkling cider between 5.6% and 8.4%,seidr pefriog rhwng 5.6% ac 8.4%,
H2,Alcoholic products eligible for reliefs,Cynhyrchion alcoholaidd sy’n gymwys ar gyfer rhyddhadau,
P,If you are eligible you can declare alcoholic products with the following reliefs:,"Os ydych yn gymwys, gallwch ddatgan cynhyrchion alcoholaidd gyda’r rhyddhadau canlynol:",
List item,reduced rate on draught products,cyfradd is ar gynhyrchion o’r gasgen,
List item,small Producer Relief,Rhyddhad i Gynhyrchwyr Bach,
List item,reduced rate on draught products and Small Producer Relief,cyfradd is ar gynhyrchion o’r gasgen a Rhyddhad i Gynhyrchwyr Bach,
P,You will need to know the total amount of alcoholic products produced and litres of pure alcohol in those products eligible for reliefs across the following ABV strength bandings:,Bydd angen i chi wybod cyfanswm y cynhyrchion alcoholaidd a gynhyrchwyd a’r litrau o alcohol pur yn y cynhyrchion hynny sy’n gymwys ar gyfer rhyddhadau ar draws y bandiau cryfder ABV canlynol:,
List item,between 1.3% and 3.4%,rhwng 1.3% a 3.4%,
List item,between 3.5% and 8.4%,rhwng 3.5% ac 8.4%,
P,"If you have cider eligible for reliefs, you will also need to know the same information for any cider in the following ABV bandings:","Os oes gennych seidr sy’n gymwys ar gyfer rhyddhadau, bydd angen i chi hefyd wybod yr un wybodaeth ar gyfer unrhyw seidr yn y bandiau ABV canlynol:",
List item,sparkling cider between 3.5% and 5.5%,seidr pefriog rhwng 3.5% a 5.5%,
List item,sparkling cider between 5.6% and 8.4%,seidr pefriog rhwng 5.6% ac 8.4%,
H2,Do you need to declare any alcoholic products?,A oes angen i chi ddatgan unrhyw gynhyrchion alcoholaidd?,
Radio,Yes,Iawn,
Radio,No,Na,
Button,Save and continue,Cadw a pharhau,
Validation,Select yes if you need to declare any alcoholic products,Dewiswch ‘Iawn’ os oes angen i chi ddatgan unrhyw gynhyrchion alcoholaidd,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Alcoholic product types to declare,,,
Title/H1,Which types of alcoholic products do you need to declare?,Pa fathau o gynhyrchion alcoholaidd y mae angen i chi eu datgan?,
P,Select the types of alcoholic product you need to declare in this return.,Dewiswch y mathau o gynhyrchion alcoholaidd y mae angen i chi eu datgan yn y Datganiad hwn.,
P,Types you do not select will have nil values in your return.,Bydd eich Datganiad yn dangos gwerthoedd ‘dim’ ar gyfer y mathau nad ydych yn eu dewis.,
Hint,Select all that apply.,Dewiswch bob un sy’n berthnasol.,
Checkbox,Beer,Cwrw,
Checkbox,Cider,Seidr,
Checkbox,Wine,Gwin,
Checkbox,Spirits,Gwirodydd,
Checkbox,Other fermented products,Cynhyrchion eplesedig eraill,
Validation,Select the types of alcoholic products you need to declare,Dewiswch y mathau o gynhyrchion alcoholaidd y mae angen i chi eu datgan,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
B1. Declare beer,,,
Caption,Declare beer,Datgan cwrw,
Title/H1,What do you need to declare?,Beth y mae angen i chi ei ddatgan?,
Hint,Select all that apply.,Dewiswch bob un sy’n berthnasol.,
H2,Beer (standard rate),Cwrw (cyfradd safonol),
Checkbox,Beer between 1.3% and 3.4% ABV (tax type code 311),Cwrw rhwng 1.3% a 3.4% ABV (cod y math o dreth: 311),
Checkbox,Beer between 3.5% and 8.4% ABV (tax type code 321),Cwrw rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 321),
Checkbox,Beer between 8.5% and 22% ABV (tax type code 331),Cwrw rhwng 8.5% a 22% ABV (cod y math o dreth: 331),
Checkbox,Beer at or above 22.1% ABV (tax type code 341),Cwrw ar 22.1% ABV neu’n uwch (cod y math o dreth: 341),
H2,Draught beer (reduced rate),Cwrw o’r gasgen (cyfradd is),
Checkbox,Beer between 1.3% and 3.4% ABV (tax type code 351),Cwrw rhwng 1.3% a 3.4% ABV (cod y math o dreth: 351),
Checkbox,Beer between 3.5% and 8.4% ABV (tax type code 356),Cwrw rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 356),
H2,Non-draught beer eligible for Small Producer Relief,Cwrw nad yw’n dod o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
Checkbox,Beer between 1.3% and 3.4% ABV (tax type code 361),Cwrw rhwng 1.3% a 3.4% ABV (cod y math o dreth: 361),
Checkbox,Beer between 3.5% and 8.4% ABV (tax type code 366),Cwrw rhwng 3.5% ac 8.4% ABV (cod y math o dreth: 366),
H2,Draught beer eligible for Small Producer Relief,Cwrw o’r gasgen sy’n gymwys ar gyfer Rhyddhad i Gynhyrchwyr Bach,
